"","title","geo_accession","source_name_ch1","source_name_ch2","characteristics_ch1","characteristics_ch2","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch2.1","characteristics_ch2.2","characteristics_ch2.3","reference source:ch2","characteristics_ch1.4","characteristics_ch1.5","characteristics_ch1.6","characteristics_ch2.4","library_source"
"GSM1036415","Internal organs_SVCV-infected fish_biological replicate3","GSM1036415","Head kidney+spleen of six SVCV-infected fish 2 days post-infection",NA,"tissue: head kidney and spleen",NA,"developmental stage: adult","treatment: Spring Viremia Carp Virus (SVCV) infection","time post-infection: 2 days",NA,NA,NA,NA,"number of fish in group: 6",NA,NA,NA,NA
"GSM1036417","Internal organs_control_non-infected_fish_biological replicate1","GSM1036417","Head kidney+spleen of six SVCV non-infected fish",NA,"tissue: head kidney and spleen",NA,"developmental stage: adult","treatment: none","number of fish in group: 6",NA,NA,NA,NA,"",NA,NA,NA,NA
"GSM1036418","Internal organs_control_non-infected_fish_biological replicate2","GSM1036418","Head kidney+spleen of six SVCV non-infected fish",NA,"tissue: head kidney and spleen",NA,"developmental stage: adult","treatment: none","number of fish in group: 6",NA,NA,NA,NA,"",NA,NA,NA,NA
"GSM1036419","Internal organs_control_non-infected_fish_biological replicate3","GSM1036419","Head kidney+spleen of six SVCV non-infected fish",NA,"tissue: head kidney and spleen",NA,"developmental stage: adult","treatment: none","number of fish in group: 6",NA,NA,NA,NA,"",NA,NA,NA,NA
"GSM1051294","Non-injected 5 DPI, biol. repl. 1","GSM1051294","Non-injected 5 DPI",NA,"tissue: embryo",NA,"age: 5 days post fertilization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"transcriptomic"
"GSM1051295","S. epi mcherry O-47 5 DPI, biol. repl. 1","GSM1051295","S. epi mcherry O-47 5 DPI",NA,"tissue: embryo",NA,"age: 5 days post fertilization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"transcriptomic"
"GSM1051296","Non-injected 5 DPI, biol. repl. 2","GSM1051296","Non-injected 5 DPI",NA,"tissue: embryo",NA,"age: 5 days post fertilization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"transcriptomic"
"GSM1051297","S. epi mcherry O-47 5 DPI, biol. repl. 2","GSM1051297","S. epi mcherry O-47 5 DPI",NA,"tissue: embryo",NA,"age: 5 days post fertilization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"transcriptomic"
"GSM1051298","Non-injected 5 DPI, biol. repl. 3","GSM1051298","Non-injected 5 DPI",NA,"tissue: embryo",NA,"age: 5 days post fertilization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"transcriptomic"
"GSM1051299","S. epi mcherry O-47 5 DPI, biol. repl. 3","GSM1051299","S. epi mcherry O-47 5 DPI",NA,"tissue: embryo",NA,"age: 5 days post fertilization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"transcriptomic"
"GSM1051300","Non-injected 5 DPI, biol. repl. 4","GSM1051300","Non-injected 5 DPI",NA,"tissue: embryo",NA,"age: 5 days post fertilization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"transcriptomic"
"GSM1051301","S. epi mcherry O-47 5 DPI, biol. repl. 4","GSM1051301","S. epi mcherry O-47 5 DPI",NA,"tissue: embryo",NA,"age: 5 days post fertilization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"transcriptomic"
"GSM914055","S. epi mcherry O-47 102HPI rep1","GSM914055","D.rerio_S-epi_timelaps_experiment_CR","S-epi_102.1","reference: The CR (common reference) was a mixture of all RNA samples from this microarray study","genotype/variation: Wildtype",NA,NA,NA,"treatment group: injected with S. epidermidis into the yolk at 2 hpf; RNA isolated at 102h post injection",NA,NA,NA,NA,NA,NA,NA,NA
"GSM914056","S. epi mcherry O-47 126HPI","GSM914056","D.rerio_S-epi_timelaps_experiment_CR","S-epi_126.1","reference: The CR (common reference) was a mixture of all RNA samples from this microarray study","genotype/variation: Wildtype",NA,NA,NA,"treatment group: injected with S. epidermidis into the yolk at 2 hpf; RNA isolated at 126h post injection",NA,NA,NA,NA,NA,NA,NA,NA
"GSM914061","PVP injection 102HPI rep1","GSM914061","D.rerio_S-epi_timelaps_experiment_CR","PVP_102.1","reference: The CR (common reference) was a mixture of all RNA samples from this microarray study","genotype/variation: Wildtype",NA,NA,NA,"treatment group: injected with PVP into the yolk at 2 hpf; RNA isolated at 102h post injection",NA,NA,NA,NA,NA,NA,NA,NA
"GSM914062","PVP injection 126HPI","GSM914062","D.rerio_S-epi_timelaps_experiment_CR","PVP_126.1","reference: The CR (common reference) was a mixture of all RNA samples from this microarray study","genotype/variation: Wildtype",NA,NA,NA,"treatment group: injected with PVP into the yolk at 2 hpf; RNA isolated at 126h post injection",NA,NA,NA,NA,NA,NA,NA,NA
"GSM914067","Needle insertion 102HPI rep1","GSM914067","D.rerio_S-epi_timelaps_experiment_CR","Needle_102.1","reference: The CR (common reference) was a mixture of all RNA samples from this microarray study","genotype/variation: Wildtype",NA,NA,NA,"treatment group: with needle insertion into the yolk at 2 hpf; RNA isolated at 102h post injection",NA,NA,NA,NA,NA,NA,NA,NA
"GSM914068","Needle insertion 126HPI","GSM914068","D.rerio_S-epi_timelaps_experiment_CR","Needle_126.1","reference: The CR (common reference) was a mixture of all RNA samples from this microarray study","genotype/variation: Wildtype",NA,NA,NA,"treatment group: with needle insertion into the yolk at 2 hpf; RNA isolated at 126h post injection",NA,NA,NA,NA,NA,NA,NA,NA
"GSM914073","Non-injected 102HPI rep1","GSM914073","D.rerio_S-epi_timelaps_experiment_CR","Non-injected_102.1","reference: The CR (common reference) was a mixture of all RNA samples from this microarray study","genotype/variation: Wildtype",NA,NA,NA,"treatment group: non-injected control; RNA isolated at 104h post fertilization (=102hpi timepoint)",NA,NA,NA,NA,NA,NA,NA,NA
"GSM914074","Non-injected 126HPI","GSM914074","D.rerio_S-epi_timelaps_experiment_CR","Non-injected_126.1","reference: The CR (common reference) was a mixture of all RNA samples from this microarray study","genotype/variation: Wildtype",NA,NA,NA,"treatment group: non-injected control; RNA isolated at 128h post fertilization (=126hpi timepoint)",NA,NA,NA,NA,NA,NA,NA,NA
"GSM914075","S. epi mcherry O-47 102HPI rep2","GSM914075","D.rerio_S-epi_timelaps_experiment_CR","S-epi_102.2","reference: The CR (common reference) was a mixture of all RNA samples from this microarray study","genotype/variation: Wildtype",NA,NA,NA,"treatment group: injected with S. epidermidis into the yolk at 2 hpf; RNA isolated at 102h post injection",NA,NA,NA,NA,NA,NA,NA,NA
"GSM914076","PVP injection 102HPI rep2","GSM914076","D.rerio_S-epi_timelaps_experiment_CR","PVP_102.2","reference: The CR (common reference) was a mixture of all RNA samples from this microarray study","genotype/variation: Wildtype",NA,NA,NA,"treatment group: injected with PVP into the yolk at 2 hpf; RNA isolated at 102h post injection",NA,NA,NA,NA,NA,NA,NA,NA
"GSM914077","Needle insertion 102HPI rep2","GSM914077","D.rerio_S-epi_timelaps_experiment_CR","Needle_102.2","reference: The CR (common reference) was a mixture of all RNA samples from this microarray study","genotype/variation: Wildtype",NA,NA,NA,"treatment group: with needle insertion into the yolk at 2 hpf; RNA isolated at 102h post injection",NA,NA,NA,NA,NA,NA,NA,NA
"GSM914078","Non-injected 102HPI rep2","GSM914078","D.rerio_S-epi_timelaps_experiment_CR","Non-injected_102.2","reference: The CR (common reference) was a mixture of all RNA samples from this microarray study","genotype/variation: Wildtype",NA,NA,NA,"treatment group: non-injected control; RNA isolated at 104h post fertilization (=102hpi timepoint)",NA,NA,NA,NA,NA,NA,NA,NA
"GSM1083653","zebrafish 5 days old larvae total RNA","GSM1083653","zebrafish 5 days old larvae total RNA",NA,"developmental stage: 5 days post fertilisation embryos",NA,"agent: none (control)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"transcriptomic"
"GSM1083654","zebrafish 5 days old larvae yolk infection with Mycobacterium marinum total RNA","GSM1083654","zebrafish 5 days old larvae yolk infection with Mycobacterium marinum total RNA",NA,"developmental stage: 5 days post fertilisation embryos",NA,"agent: Mycobacterium marinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"transcriptomic"
"GSM1083655","zebrafish 5 days old larvae injected with PVP as a control","GSM1083655","zebrafish 5 days old larvae injected with PVP total RNA",NA,"developmental stage: 5 days post fertilisation embryos",NA,"agent: PVP (control)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"transcriptomic"
"GSM1080977","zebrafish control embryos 1","GSM1080977","D.rerio_control","D.rerio_infected_experiment 1","developmental stage: 5 days post fertilisation embryos","developmental stage: 5 days post fertilisation embryos","agent: none (control)",NA,NA,"agent: Mycobacterium marinum",NA,NA,NA,NA,NA,NA,NA,NA
"GSM1080978","zebrafish control embryos 2","GSM1080978","D.rerio_control","D.rerio_infected_experiment 2","developmental stage: 5 days post fertilisation embryos","developmental stage: 5 days post fertilisation embryos","agent: none (control)",NA,NA,"agent: Mycobacterium marinum",NA,NA,NA,NA,NA,NA,NA,NA
"GSM1080979","zebrafish mycobacterium yolk injection embryos experiment 1","GSM1080979","D.rerio_infected_experiment 1","D.rerio_control","developmental stage: 5 days post fertilisation embryos","developmental stage: 5 days post fertilisation embryos","agent: Mycobacterium marinum",NA,NA,"agent: none (control)",NA,NA,NA,NA,NA,NA,NA,NA
"GSM1080980","zebrafish mycobacterium yolk injection embryos experiment 2","GSM1080980","D.rerio_infected_experiment 2","D.rerio_control","developmental stage: 5 days post fertilisation embryos","developmental stage: 5 days post fertilisation embryos","agent: Mycobacterium marinum",NA,NA,"agent: none (control)",NA,NA,NA,NA,NA,NA,NA,NA
"GSM1143917","IHNV infected larvae against control 1","GSM1143917","Larvae infected by IHNV","non infected larvae","strain: strain AB","strain: strain AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1143918","IHNV infected larvae against control 2","GSM1143918","Larvae infected by IHNV","non infected larvae","strain: strain AB","strain: strain AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1143919","IHNV infected larvae against control 3","GSM1143919","Larvae infected by IHNV","non infected larvae","strain: strain AB","strain: strain AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1143920","CHIKV infected larvae against control 1","GSM1143920","Larvae infected by CHIKV","non infected larvae","strain: strain AB","strain: strain AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1143921","CHIKV infected larvae against control 2","GSM1143921","Larvae infected by CHIKV","non infected larvae","strain: strain AB","strain: strain AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1143922","CHIKV infected larvae against control 3","GSM1143922","Larvae infected by CHIKV","non infected larvae","strain: strain AB","strain: strain AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1362332","Head kidney_Empty plasmid_72h_rep1","GSM1362332","Head kidney, empty plasmid-injected, 72hpi, juvenile turbot",NA,"treatment: pMCV 1.4",NA,"sampling timepoint: 72 h","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1362333","Head kidney_Empty plasmid_72h_rep2","GSM1362333","Head kidney, empty plasmid-injected, 72hpi, juvenile turbot",NA,"treatment: pMCV 1.4",NA,"sampling timepoint: 72 h","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1362334","Head kidney_Empty plasmid_72h_rep3","GSM1362334","Head kidney, empty plasmid-injected, 72hpi, juvenile turbot",NA,"treatment: pMCV 1.4",NA,"sampling timepoint: 72 h","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1362335","Head kidney_Empty plasmid_72h_rep4","GSM1362335","Head kidney, empty plasmid-injected, 72hpi, juvenile turbot",NA,"treatment: pMCV 1.4",NA,"sampling timepoint: 72 h","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1362360","Head kidney_PBS-virus_72h_rep1","GSM1362360","Head kidney, PBS and VHSV-injected, 72hpi, juvenile turbot",NA,"treatment: PBS and VHSV",NA,"sampling timepoint: 72 h","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1362361","Head kidney_PBS-virus_72h_rep2","GSM1362361","Head kidney, PBS and VHSV-injected, 72hpi, juvenile turbot",NA,"treatment: PBS and VHSV",NA,"sampling timepoint: 72 h","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1362362","Head kidney_PBS-virus_72h_rep3","GSM1362362","Head kidney, PBS and VHSV-injected, 72hpi, juvenile turbot",NA,"treatment: PBS and VHSV",NA,"sampling timepoint: 72 h","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1362363","Head kidney_PBS-virus_72h_rep4","GSM1362363","Head kidney, PBS and VHSV-injected, 72hpi, juvenile turbot",NA,"treatment: PBS and VHSV",NA,"sampling timepoint: 72 h","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1362372","Head kidney_Empty plasmid-virus_72h_rep1","GSM1362372","Head kidney, empty plasmid and VHSV-injected, 72hpi, juvenile turbot",NA,"treatment: pMCV 1.4 and VHSV",NA,"sampling timepoint: 72 h","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1362373","Head kidney_Empty plasmid-virus_72h_rep2","GSM1362373","Head kidney, empty plasmid and VHSV-injected, 72hpi, juvenile turbot",NA,"treatment: pMCV 1.4 and VHSV",NA,"sampling timepoint: 72 h","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1362374","Head kidney_Empty plasmid-virus_72h_rep3","GSM1362374","Head kidney, empty plasmid and VHSV-injected, 72hpi, juvenile turbot",NA,"treatment: pMCV 1.4 and VHSV",NA,"sampling timepoint: 72 h","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1362375","Head kidney_Empty plasmid-virus_72h_rep4","GSM1362375","Head kidney, empty plasmid and VHSV-injected, 72hpi, juvenile turbot",NA,"treatment: pMCV 1.4 and VHSV",NA,"sampling timepoint: 72 h","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1059459","High_sensitive_1","GSM1059459","Family1_challenged","Family1_control","tissue: head kidney","tissue: head kidney","treatment: intraperitoneal injection with 0.2 mL Piscirickettsia salmonis",NA,NA,"treatment: none",NA,NA,NA,NA,NA,NA,NA,NA
"GSM1059460","High_sensitive_2","GSM1059460","Family2_challenged","Family2_control","tissue: head kidney","tissue: head kidney","treatment: intraperitoneal injection with 0.2 mL Piscirickettsia salmonis",NA,NA,"treatment: none",NA,NA,NA,NA,NA,NA,NA,NA
"GSM1059461","High_sensitive_3","GSM1059461","Family3_challenged","Family3_control","tissue: head kidney","tissue: head kidney","treatment: intraperitoneal injection with 0.2 mL Piscirickettsia salmonis",NA,NA,"treatment: none",NA,NA,NA,NA,NA,NA,NA,NA
"GSM1098422","Control. Gills. 01","GSM1098422","Gills Control",NA,"tissue: Gills",NA,"weight: 150gr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1098423","Control. Gills. 02","GSM1098423","Gills Control",NA,"tissue: Gills",NA,"weight: 150gr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1098424","Control. Gills. 03","GSM1098424","Gills Control",NA,"tissue: Gills",NA,"weight: 150gr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1098425","Handling Control. Gills. 01","GSM1098425","Gills Handling control",NA,"tissue: Gills",NA,"weight: 150gr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1098426","Handling Control. Gills. 02","GSM1098426","Gills Handling control",NA,"tissue: Gills",NA,"weight: 150gr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1098427","Handling Control. Gills. 03","GSM1098427","Gills Handling control",NA,"tissue: Gills",NA,"weight: 150gr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1098434","12h after R99 infection. Gills. 01","GSM1098434","In vivo R99 infection. Gills at 12h after 1h of bath infection",NA,"tissue: Gills",NA,"weight: 150gr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1098435","12h after R99 infection. Gills. 02","GSM1098435","In vivo R99 infection. Gills at 12h after 1h of bath infection",NA,"tissue: Gills",NA,"weight: 150gr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1098436","12h after R99 infection. Gills. 03","GSM1098436","In vivo R99 infection. Gills at 12h after 1h of bath infection",NA,"tissue: Gills",NA,"weight: 150gr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1098443","12h after CT285 infection. Gills. 01","GSM1098443","In vivo CT285 infection. Gills at 12h after 1h of bath infection",NA,"tissue: Gills",NA,"weight: 150gr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1098444","12h after CT285 infection. Gills. 02","GSM1098444","In vivo CT285 infection. Gills at 12h after 1h of bath infection",NA,"tissue: Gills",NA,"weight: 150gr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1098445","12h after CT285 infection. Gills. 03","GSM1098445","In vivo CT285 infection. Gills at 12h after 1h of bath infection",NA,"tissue: Gills",NA,"weight: 150gr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420165","Fins +VHSV Rep1","GSM1420165","fins of 3 zebrafish infected with VHSV rep1",NA,"line: Wild type",NA,"development stage: Adult","tissue: fins","treatment: VHSV at 106 pfu/ml for 90 minutes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420166","Fins +VHSV Rep2","GSM1420166","fins of 3 zebrafish infected with VHSV rep2",NA,"line: Wild type",NA,"development stage: Adult","tissue: fins","treatment: VHSV at 106 pfu/ml for 90 minutes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420167","Fins +VHSV Rep3","GSM1420167","fins of 3 zebrafish infected with VHSV rep3",NA,"line: Wild type",NA,"development stage: Adult","tissue: fins","treatment: VHSV at 106 pfu/ml for 90 minutes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420168","Fins +VHSV Rep4","GSM1420168","fins of 3 zebrafish infected with VHSV rep4",NA,"line: Wild type",NA,"development stage: Adult","tissue: fins","treatment: VHSV at 106 pfu/ml for 90 minutes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420169","Fins Control Rep1","GSM1420169","fins of 3 control  mock-infected zebrafish rep1",NA,"line: Wild type",NA,"development stage: Adult","tissue: fins","treatment: mock infected",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420170","Fins Control Rep2","GSM1420170","fins of 3 control  mock-infected zebrafish rep2",NA,"line: Wild type",NA,"development stage: Adult","tissue: fins","treatment: mock infected",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420171","Fins Control Rep3","GSM1420171","fins of 3 control  mock-infected zebrafish rep3",NA,"line: Wild type",NA,"development stage: Adult","tissue: fins","treatment: mock infected",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420172","Fins Control Rep4","GSM1420172","fins of 3 control  mock-infected zebrafish rep4",NA,"line: Wild type",NA,"development stage: Adult","tissue: fins","treatment: mock infected",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420173","Internal Organs +VHSV Rep1","GSM1420173","head kidney and spleen of 3 zebrafish infected with VHSV rep 1",NA,"line: Wild type",NA,"development stage: Adult","tissue: internal organs","treatment: VHSV at 106 pfu/ml for 90 minutes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420174","Internal Organs +VHSV Rep2","GSM1420174","head kidney and spleen of 3 zebrafish infected with VHSV rep 2",NA,"line: Wild type",NA,"development stage: Adult","tissue: internal organs","treatment: VHSV at 106 pfu/ml for 90 minutes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420175","Internal Organs +VHSV Rep3","GSM1420175","head kidney and spleen of 3 zebrafish infected with VHSV rep 3",NA,"line: Wild type",NA,"development stage: Adult","tissue: internal organs","treatment: VHSV at 106 pfu/ml for 90 minutes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420176","Internal Organs +VHSV Rep4","GSM1420176","head kidney and spleen of 3 zebrafish infected with VHSV rep 4",NA,"line: Wild type",NA,"development stage: Adult","tissue: internal organs","treatment: VHSV at 106 pfu/ml for 90 minutes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420177","Internal Organs Control Rep1","GSM1420177","head kidney and spleen of 3 mock-infected zebrafish  rep 1",NA,"line: Wild type",NA,"development stage: Adult","tissue: internal organs","treatment: mock infected",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420178","Internal Organs Control Rep2","GSM1420178","head kidney and spleen of 3 mock-infected zebrafish  rep 2",NA,"line: Wild type",NA,"development stage: Adult","tissue: internal organs","treatment: mock infected",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420179","Internal Organs Control Rep3","GSM1420179","head kidney and spleen of 3 mock-infected zebrafish  rep 3",NA,"line: Wild type",NA,"development stage: Adult","tissue: internal organs","treatment: mock infected",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM1420180","Internal Organs Control Rep4","GSM1420180","head kidney and spleen of 3 mock-infected zebrafish  rep 4",NA,"line: Wild type",NA,"development stage: Adult","tissue: internal organs","treatment: mock infected",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2343403","160EK Trout_K20_CON_A","GSM2343403","Rainbow trout fed control diet for 50 days and then challenged with mock (no bacteria).  Head kidney was collected 20 days post challenge.","Reference:  Rainbow trout fed control diet for 50 days and then challenged with mock (no bacteria).  RNA was pooled from head kidney  collected 2, 4, 10 and 20 days post challenge.","day: Day 20","day: pooled (Day 2, 4, 10, 20)","chemical treatment: Control treated","bacteria challenge: Mock challenged","tissue: Kidney","chemical treatment: Control treated","bacteria challenge: Mock challenged","tissue: Kidney",NA,NA,NA,NA,NA,NA
"GSM2343405","161EK Trout_K20_CON_A","GSM2343405","Rainbow trout fed control diet for 50 days and then challenged with mock (no bacteria).  Head kidney was collected 20 days post challenge.","Reference:  Rainbow trout fed control diet for 50 days and then challenged with mock (no bacteria).  RNA was pooled from head kidney  collected 2, 4, 10 and 20 days post challenge.","day: Day 20","day: pooled (Day 2, 4, 10, 20)","chemical treatment: Control treated","bacteria challenge: Mock challenged","tissue: Kidney","chemical treatment: Control treated","bacteria challenge: Mock challenged","tissue: Kidney",NA,NA,NA,NA,NA,NA
"GSM2343407","162EK Trout_K20_CON_A","GSM2343407","Rainbow trout fed control diet for 50 days and then challenged with mock (no bacteria).  Head kidney was collected 20 days post challenge.","Reference:  Rainbow trout fed control diet for 50 days and then challenged with mock (no bacteria).  RNA was pooled from head kidney  collected 2, 4, 10 and 20 days post challenge.","day: Day 20","day: pooled (Day 2, 4, 10, 20)","chemical treatment: Control treated","bacteria challenge: Mock challenged","tissue: Kidney","chemical treatment: Control treated","bacteria challenge: Mock challenged","tissue: Kidney",NA,NA,NA,NA,NA,NA
"GSM2343409","163EK Trout_K20_CON_A","GSM2343409","Rainbow trout fed control diet for 50 days and then challenged with mock (no bacteria).  Head kidney was collected 20 days post challenge.","Reference:  Rainbow trout fed control diet for 50 days and then challenged with mock (no bacteria).  RNA was pooled from head kidney  collected 2, 4, 10 and 20 days post challenge.","day: Day 20","day: pooled (Day 2, 4, 10, 20)","chemical treatment: Control treated","bacteria challenge: Mock challenged","tissue: Kidney","chemical treatment: Control treated","bacteria challenge: Mock challenged","tissue: Kidney",NA,NA,NA,NA,NA,NA
"GSM2343410","172EK Trout_K20_CON_B","GSM2343410","Rainbow trout fed control diet for 50 days and then challenged with A. salmonicida (bacteria).  Head kidney was collected 20 days post challenge.","Reference:  Rainbow trout fed control diet for 50 days and then challenged with mock (no bacteria).  RNA was pooled from head kidney  collected 2, 4, 10 and 20 days post challenge.","day: Day 20","day: pooled (Day 2, 4, 10, 20)","chemical treatment: Control treated","bacteria challenge: A. salmonicida challenged","tissue: Kidney","chemical treatment: Control treated","bacteria challenge: Mock challenged","tissue: Kidney",NA,NA,NA,NA,NA,NA
"GSM2343412","174EK Trout_K20_CON_B","GSM2343412","Rainbow trout fed control diet for 50 days and then challenged with A. salmonicida (bacteria).  Head kidney was collected 20 days post challenge.","Reference:  Rainbow trout fed control diet for 50 days and then challenged with mock (no bacteria).  RNA was pooled from head kidney  collected 2, 4, 10 and 20 days post challenge.","day: Day 20","day: pooled (Day 2, 4, 10, 20)","chemical treatment: Control treated","bacteria challenge: A. salmonicida challenged","tissue: Kidney","chemical treatment: Control treated","bacteria challenge: Mock challenged","tissue: Kidney",NA,NA,NA,NA,NA,NA
"GSM2343414","175EK Trout_K20_CON_B","GSM2343414","Rainbow trout fed control diet for 50 days and then challenged with A. salmonicida (bacteria).  Head kidney was collected 20 days post challenge.","Reference:  Rainbow trout fed control diet for 50 days and then challenged with mock (no bacteria).  RNA was pooled from head kidney  collected 2, 4, 10 and 20 days post challenge.","day: Day 20","day: pooled (Day 2, 4, 10, 20)","chemical treatment: Control treated","bacteria challenge: A. salmonicida challenged","tissue: Kidney","chemical treatment: Control treated","bacteria challenge: Mock challenged","tissue: Kidney",NA,NA,NA,NA,NA,NA
"GSM2343416","176EK Trout_K20_CON_B","GSM2343416","Rainbow trout fed control diet for 50 days and then challenged with A. salmonicida (bacteria).  Head kidney was collected 20 days post challenge.","Reference:  Rainbow trout fed control diet for 50 days and then challenged with mock (no bacteria).  RNA was pooled from head kidney  collected 2, 4, 10 and 20 days post challenge.","day: Day 20","day: pooled (Day 2, 4, 10, 20)","chemical treatment: Control treated","bacteria challenge: A. salmonicida challenged","tissue: Kidney","chemical treatment: Control treated","bacteria challenge: Mock challenged","tissue: Kidney",NA,NA,NA,NA,NA,NA
"GSM2712291","MB01 RT1; Spleen control Pool 1","GSM2712291","Spleen",NA,"tissue: Spleen",NA,"treatment: control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712292","MB02 RT1; Spleen control Pool 2","GSM2712292","Spleen",NA,"tissue: Spleen",NA,"treatment: control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712293","MB03 RT1; Spleen control Pool 3","GSM2712293","Spleen",NA,"tissue: Spleen",NA,"treatment: control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712294","MB04 RT1; Spleen LG Pool 1","GSM2712294","Spleen",NA,"tissue: Spleen",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712295","MB05 RT1; Spleen LG Pool 2","GSM2712295","Spleen",NA,"tissue: Spleen",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712296","MB06 RT1; Spleen LG Pool 3","GSM2712296","Spleen",NA,"tissue: Spleen",NA,"treatment: L. garvieae-infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712297","MB07 RT1; Kidney Control Pool 1","GSM2712297","Kidney",NA,"tissue: Kidney",NA,"treatment: control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712298","MB08 RT1; Kidney Control Pool 2","GSM2712298","Kidney",NA,"tissue: Kidney",NA,"treatment: control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM2712299","MB01 RT2; Spleen control Pool 1","GSM2712299","Spleen",NA,"tissue: Spleen",NA,"treatment: control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
